"","ID","ResDensity","N_TraitValue","initial_a","initial_h"
"1070",39932,0.8683,0.52436996,0.165141914536508,0.736466734
"1071",39932,0.9053,0.549596774,0.165141914536508,0.736466734
"1072",39932,0.9203,0.4671875,0.165141914536508,0.736466734
"1073",39932,0.9703,0.60219254,0.165141914536508,0.736466734
"1074",39932,1.0968,0.729032258,0.165141914536508,0.736466734
"1075",39933,0.366,0.000756308,0.000459334345075194,0.001387384
"1076",39933,0.4577,0.000575986,0.000459334345075194,0.001387384
"1077",39933,0.4889,0.000729659,0.000459334345075194,0.001387384
"1078",39933,0.4889,0.000782975,0.000459334345075194,0.001387384
"1079",39933,0.4976,0.000891165,0.000459334345075194,0.001387384
"1080",39933,0.5562,0.00105586,0.000459334345075194,0.001387384
"1081",39933,1.4656,0.001241039,0.000459334345075194,0.001387384
"1082",39933,1.6206,0.00113914,0.000459334345075194,0.001387384
"1083",39933,1.771,0.001059176,0.000459334345075194,0.001387384
"1084",39933,2.1615,0.001286631,0.000459334345075194,0.001387384
"1085",39933,2.3215,0.001043584,0.000459334345075194,0.001387384
"1086",39933,2.6582,0.001048333,0.000459334345075194,0.001387384
"1087",39933,3.2856,0.001167599,0.000459334345075194,0.001387384
"1088",39933,3.377,0.001060986,0.000459334345075194,0.001387384
"1089",39933,3.5447,0.001264892,0.000459334345075194,0.001387384
"1090",39933,4.3822,0.00109095,0.000459334345075194,0.001387384
"1091",39933,4.6999,0.001387384,0.000459334345075194,0.001387384
"1092",39934,0.7096,58.14722222,47.0076725522565,1264.222222
"1093",39934,1.4935,156.1972222,47.0076725522565,1264.222222
"1094",39934,2.6218,179.2361111,47.0076725522565,1264.222222
"1095",39934,4.0385,271.4944444,47.0076725522565,1264.222222
"1096",39934,4.7521,369.5555556,47.0076725522565,1264.222222
"1097",39934,8.9158,488.6388889,47.0076725522565,1264.222222
"1098",39934,9.9735,509.75,47.0076725522565,1264.222222
"1099",39934,12.8145,769.2777778,47.0076725522565,1264.222222
"1100",39934,20.8654,1055.527778,47.0076725522565,1264.222222
"1101",39934,23.8034,884.3055556,47.0076725522565,1264.222222
"1102",39934,41.0477,926.0555556,47.0076725522565,1264.222222
"1103",39934,46.1103,887.4166667,47.0076725522565,1264.222222
"1104",39934,49.8779,1264.222222,47.0076725522565,1264.222222
"1105",39934,62.2284,927.3055556,47.0076725522565,1264.222222
"1106",39934,63.2259,1048.416667,47.0076725522565,1264.222222
"1107",39934,70.132,1148.194444,47.0076725522565,1264.222222
"1108",39934,70.6651,853.9444444,47.0076725522565,1264.222222
"1109",39934,83.0193,1247.777778,47.0076725522565,1264.222222
"1110",39935,1,1.15e-05,9.00508474576271e-06,0.000126721
"1111",39935,2,1.51e-05,9.00508474576271e-06,0.000126721
"1112",39935,4,3.84e-05,9.00508474576271e-06,0.000126721
"1113",39935,6,5.41e-05,9.00508474576271e-06,0.000126721
"1114",39935,10,9.27e-05,9.00508474576271e-06,0.000126721
"1115",39935,20,0.000107639,9.00508474576271e-06,0.000126721
"1116",39935,30,0.000126721,9.00508474576271e-06,0.000126721
"1117",39936,6,5.65e-05,8.34898648648649e-06,0.000357212
"1118",39936,14,7.78e-05,8.34898648648649e-06,0.000357212
"1119",39936,20,0.000177935,8.34898648648649e-06,0.000357212
"1120",39936,50,0.000357212,8.34898648648649e-06,0.000357212
"1121",39936,80,0.000231339,8.34898648648649e-06,0.000357212
"1122",39936,120,0.000297775,8.34898648648649e-06,0.000357212
"1123",39937,1,9.84e-07,6.76e-07,3.7e-06
"1124",39937,2,1.66e-06,6.76e-07,3.7e-06
"1125",39937,4,2.49e-06,6.76e-07,3.7e-06
"1126",39937,8,3.32e-06,6.76e-07,3.7e-06
"1127",39937,16,3.7e-06,6.76e-07,3.7e-06
"1128",39938,1,6.42e-07,4.98e-07,2.81e-06
"1129",39938,2,1.14e-06,4.98e-07,2.81e-06
"1130",39938,4,1.75e-06,4.98e-07,2.81e-06
"1131",39938,8,2.34e-06,4.98e-07,2.81e-06
"1132",39938,16,2.81e-06,4.98e-07,2.81e-06
"1133",39939,173.6689,0.000316173,4.43688285373796e-07,0.00841636
"1134",39939,194.7111,0.000408913,4.43688285373796e-07,0.00841636
"1135",39939,261.2824,0.001007818,4.43688285373796e-07,0.00841636
"1136",39939,270.7115,0.000644442,4.43688285373796e-07,0.00841636
"1137",39939,290.2046,0.001350004,4.43688285373796e-07,0.00841636
"1138",39939,290.655,0.001171859,4.43688285373796e-07,0.00841636
"1139",39939,367.8801,0.000922829,4.43688285373796e-07,0.00841636
"1140",39939,427.8862,0.0007521,4.43688285373796e-07,0.00841636
"1141",39939,444.0967,0.001072847,4.43688285373796e-07,0.00841636
"1142",39939,491.2649,0.000930559,4.43688285373796e-07,0.00841636
"1143",39939,520.6735,0.001080348,4.43688285373796e-07,0.00841636
"1144",39939,835.1354,0.002934631,4.43688285373796e-07,0.00841636
"1145",39939,961.0553,0.000255897,4.43688285373796e-07,0.00841636
"1146",39939,1005.2515,0.001289374,4.43688285373796e-07,0.00841636
"1147",39939,1081.2519,0.001524902,4.43688285373796e-07,0.00841636
"1148",39939,1200.8136,0.001361591,4.43688285373796e-07,0.00841636
"1149",39939,1233.0051,0.003777441,4.43688285373796e-07,0.00841636
"1150",39939,1315.6879,0.001369281,4.43688285373796e-07,0.00841636
"1151",39939,1427.3515,0.000963649,4.43688285373796e-07,0.00841636
"1152",39939,1733.7757,0.004314339,4.43688285373796e-07,0.00841636
"1153",39939,1951.9245,0.002184754,4.43688285373796e-07,0.00841636
"1154",39939,2017.8068,0.00137272,4.43688285373796e-07,0.00841636
"1155",39939,2283.8218,0.003875226,4.43688285373796e-07,0.00841636
"1156",39939,2365.0096,0.002058511,4.43688285373796e-07,0.00841636
"1157",39939,2687.131,0.00256603,4.43688285373796e-07,0.00841636
"1158",39939,3261.2947,0.006053424,4.43688285373796e-07,0.00841636
"1159",39939,3850.8045,0.003469598,4.43688285373796e-07,0.00841636
"1160",39939,3956.0649,0.002230202,4.43688285373796e-07,0.00841636
"1161",39939,4034.4564,0.006570279,4.43688285373796e-07,0.00841636
"1162",39939,5776.9137,0.005766459,4.43688285373796e-07,0.00841636
"1163",39939,7038.3008,0.00841636,4.43688285373796e-07,0.00841636
"1164",39939,7152.9903,0.006813587,4.43688285373796e-07,0.00841636
"1165",39940,44,2.19e-05,2.19886729643125e-07,0.000495351
"1166",39940,44,2.86e-05,2.19886729643125e-07,0.000495351
"1167",39940,44,2.94e-05,2.19886729643125e-07,0.000495351
"1168",39940,44,2.69e-05,2.19886729643125e-07,0.000495351
"1169",39940,44,2.19e-05,2.19886729643125e-07,0.000495351
"1170",39940,44,2.44e-05,2.19886729643125e-07,0.000495351
"1171",39940,44,2.61e-05,2.19886729643125e-07,0.000495351
"1172",39940,44,2.86e-05,2.19886729643125e-07,0.000495351
"1173",39940,44,2.36e-05,2.19886729643125e-07,0.000495351
"1174",39940,44,2.53e-05,2.19886729643125e-07,0.000495351
"1175",39940,84,3.86e-05,2.19886729643125e-07,0.000495351
"1176",39940,84,4.03e-05,2.19886729643125e-07,0.000495351
"1177",39940,84,4.36e-05,2.19886729643125e-07,0.000495351
"1178",39940,84,4.61e-05,2.19886729643125e-07,0.000495351
"1179",39940,84,4.78e-05,2.19886729643125e-07,0.000495351
"1180",39940,84,4.95e-05,2.19886729643125e-07,0.000495351
"1181",39940,84,5.28e-05,2.19886729643125e-07,0.000495351
"1182",39940,84,5.36e-05,2.19886729643125e-07,0.000495351
"1183",39940,84,4.86e-05,2.19886729643125e-07,0.000495351
"1184",39940,84,4.45e-05,2.19886729643125e-07,0.000495351
"1185",39940,145,8.12e-05,2.19886729643125e-07,0.000495351
"1186",39940,145,8.62e-05,2.19886729643125e-07,0.000495351
"1187",39940,145,9.12e-05,2.19886729643125e-07,0.000495351
"1188",39940,145,9.45e-05,2.19886729643125e-07,0.000495351
"1189",39940,145,9.79e-05,2.19886729643125e-07,0.000495351
"1190",39940,145,0.000101229,2.19886729643125e-07,0.000495351
"1191",39940,145,0.000103736,2.19886729643125e-07,0.000495351
"1192",39940,145,0.00010791,2.19886729643125e-07,0.000495351
"1193",39940,145,0.000100396,2.19886729643125e-07,0.000495351
"1194",39940,145,9.54e-05,2.19886729643125e-07,0.000495351
"1195",39940,290,0.000146292,2.19886729643125e-07,0.000495351
"1196",39940,290,0.000151302,2.19886729643125e-07,0.000495351
"1197",39940,290,0.000154646,2.19886729643125e-07,0.000495351
"1198",39940,290,0.000157986,2.19886729643125e-07,0.000495351
"1199",39940,290,0.000163,2.19886729643125e-07,0.000495351
"1200",39940,290,0.00016467,2.19886729643125e-07,0.000495351
"1201",39940,290,0.000170517,2.19886729643125e-07,0.000495351
"1202",39940,290,0.000173861,2.19886729643125e-07,0.000495351
"1203",39940,290,0.000173021,2.19886729643125e-07,0.000495351
"1204",39940,290,0.000174694,2.19886729643125e-07,0.000495351
"1205",39940,591,0.000170448,2.19886729643125e-07,0.000495351
"1206",39940,591,0.000172955,2.19886729643125e-07,0.000495351
"1207",39940,591,0.000177965,2.19886729643125e-07,0.000495351
"1208",39940,591,0.000189663,2.19886729643125e-07,0.000495351
"1209",39940,591,0.000200524,2.19886729643125e-07,0.000495351
"1210",39940,591,0.000210549,2.19886729643125e-07,0.000495351
"1211",39940,591,0.000238118,2.19886729643125e-07,0.000495351
"1212",39940,591,0.000231434,2.19886729643125e-07,0.000495351
"1213",39940,591,0.000243132,2.19886729643125e-07,0.000495351
"1214",39940,591,0.000231438,2.19886729643125e-07,0.000495351
"1215",39940,1131,0.000178639,2.19886729643125e-07,0.000495351
"1216",39940,1131,0.000227094,2.19886729643125e-07,0.000495351
"1217",39940,1131,0.000259677,2.19886729643125e-07,0.000495351
"1218",39940,1131,0.000306458,2.19886729643125e-07,0.000495351
"1219",39940,1131,0.00035909,2.19886729643125e-07,0.000495351
"1220",39940,1131,0.000356587,2.19886729643125e-07,0.000495351
"1221",39940,1131,0.000307292,2.19886729643125e-07,0.000495351
"1222",39940,1131,0.000260514,2.19886729643125e-07,0.000495351
"1223",39940,1131,0.000229604,2.19886729643125e-07,0.000495351
"1224",39940,1131,0.000265524,2.19886729643125e-07,0.000495351
"1225",39940,2172,0.000446569,2.19886729643125e-07,0.000495351
"1226",39940,2172,0.000431531,2.19886729643125e-07,0.000495351
"1227",39940,2172,0.00038141,2.19886729643125e-07,0.000495351
"1228",39940,2172,0.000337965,2.19886729643125e-07,0.000495351
"1229",39940,2172,0.000327941,2.19886729643125e-07,0.000495351
"1230",39940,2172,0.000333788,2.19886729643125e-07,0.000495351
"1231",39940,2172,0.000337969,2.19886729643125e-07,0.000495351
"1232",39940,2172,0.00038475,2.19886729643125e-07,0.000495351
"1233",39940,2172,0.000340472,2.19886729643125e-07,0.000495351
"1234",39940,2172,0.000378906,2.19886729643125e-07,0.000495351
"1235",39940,3716,0.00031574,2.19886729643125e-07,0.000495351
"1236",39940,3716,0.000377556,2.19886729643125e-07,0.000495351
"1237",39940,3716,0.00038842,2.19886729643125e-07,0.000495351
"1238",39940,3716,0.000397611,2.19886729643125e-07,0.000495351
"1239",39940,3716,0.000495351,2.19886729643125e-07,0.000495351
"1240",39940,3716,0.000404292,2.19886729643125e-07,0.000495351
"1241",39940,3716,0.000390924,2.19886729643125e-07,0.000495351
"1242",39940,3716,0.000373375,2.19886729643125e-07,0.000495351
"1243",39940,3716,0.000396774,2.19886729643125e-07,0.000495351
"1244",39940,3716,0.000368372,2.19886729643125e-07,0.000495351
"1245",39941,1.3927,0.003467611,0.000218436684100826,0.022179639
"1246",39941,1.4019,0.005410333,0.000218436684100826,0.022179639
"1247",39941,5.3214,0.005988583,0.000218436684100826,0.022179639
"1248",39941,5.3314,0.00808075,0.000218436684100826,0.022179639
"1249",39941,11.3687,0.008797889,0.000218436684100826,0.022179639
"1250",39941,11.38,0.011188917,0.000218436684100826,0.022179639
"1251",39941,23.3595,0.014865333,0.000218436684100826,0.022179639
"1252",39941,23.2273,0.009336583,0.000218436684100826,0.022179639
"1253",39941,55.0457,0.022179639,0.000218436684100826,0.022179639
"1254",39942,1.063,0.002709583,0.000809861962665625,0.082143417
"1255",39942,1.0668,0.00471625,0.000809861962665625,0.082143417
"1256",39942,1.7072,0.007687222,0.000809861962665625,0.082143417
"1257",39942,3.875,0.007309167,0.000809861962665625,0.082143417
"1258",39942,3.8809,0.010430667,0.000809861962665625,0.082143417
"1259",39942,9.7151,0.018960333,0.000809861962665625,0.082143417
"1260",39942,9.9199,0.015317972,0.000809861962665625,0.082143417
"1261",39942,8.3524,0.025430361,0.000809861962665625,0.082143417
"1262",39942,22.1536,0.023605639,0.000809861962665625,0.082143417
"1263",39942,22.1586,0.026281167,0.000809861962665625,0.082143417
"1264",39942,51.8632,0.04336125,0.000809861962665625,0.082143417
"1265",39942,51.4466,0.046781278,0.000809861962665625,0.082143417
"1266",39942,90.3698,0.044212944,0.000809861962665625,0.082143417
"1267",39942,89.5882,0.050383944,0.000809861962665625,0.082143417
"1268",39942,3.0708,0.018574417,0.000809861962665625,0.082143417
"1269",39942,3.428,0.02090075,0.000809861962665625,0.082143417
"1270",39942,7.0612,0.042964833,0.000809861962665625,0.082143417
"1271",39942,6.7164,0.047011333,0.000809861962665625,0.082143417
"1272",39942,15.3907,0.045413944,0.000809861962665625,0.082143417
"1273",39942,41.0747,0.068734889,0.000809861962665625,0.082143417
"1274",39942,63.5962,0.071194167,0.000809861962665625,0.082143417
"1275",39942,64.1111,0.082143417,0.000809861962665625,0.082143417
"1276",39943,1.3347,0.012829472,0.00350870233667906,0.287097861
"1277",39943,1.2844,0.017283472,0.00350870233667906,0.287097861
"1278",39943,2.8975,0.050721111,0.00350870233667906,0.287097861
"1279",39943,2.8481,0.056511611,0.00350870233667906,0.287097861
"1280",39943,8.2814,0.089788917,0.00350870233667906,0.287097861
"1281",39943,8.9529,0.061066167,0.00350870233667906,0.287097861
"1282",39943,19.4691,0.077275361,0.00350870233667906,0.287097861
"1283",39943,21.296,0.113166667,0.00350870233667906,0.287097861
"1284",39943,49.3433,0.1630735,0.00350870233667906,0.287097861
"1285",39943,51.0093,0.196289278,0.00350870233667906,0.287097861
"1286",39943,141.1517,0.269930083,0.00350870233667906,0.287097861
"1287",39943,142.1708,0.287097861,0.00350870233667906,0.287097861
"1288",39944,1.3913,0.043216194,0.0239913599684071,0.615600389
"1289",39944,3.4505,0.057608861,0.0239913599684071,0.615600389
"1290",39944,1.507,0.062453583,0.0239913599684071,0.615600389
"1291",39944,2.7751,0.072790111,0.0239913599684071,0.615600389
"1292",39944,1.6247,0.084822,0.0239913599684071,0.615600389
"1293",39944,5.3365,0.139533722,0.0239913599684071,0.615600389
"1294",39944,12.5088,0.269969417,0.0239913599684071,0.615600389
"1295",39944,12.0599,0.314232444,0.0239913599684071,0.615600389
"1296",39944,12.3442,0.352709278,0.0239913599684071,0.615600389
"1297",39944,26.0443,0.398862639,0.0239913599684071,0.615600389
"1298",39944,24.6997,0.440407306,0.0239913599684071,0.615600389
"1299",39944,26.043,0.49189625,0.0239913599684071,0.615600389
"1300",39944,49.9759,0.495954944,0.0239913599684071,0.615600389
"1301",39944,49.6457,0.469552778,0.0239913599684071,0.615600389
"1302",39944,51.9661,0.480824639,0.0239913599684071,0.615600389
"1303",39944,57.0501,0.448817778,0.0239913599684071,0.615600389
"1304",39944,56.5431,0.387968417,0.0239913599684071,0.615600389
"1305",39944,58.0625,0.377292667,0.0239913599684071,0.615600389
"1306",39944,71.1554,0.466808361,0.0239913599684071,0.615600389
"1307",39944,70.1815,0.512840167,0.0239913599684071,0.615600389
"1308",39944,69.4054,0.5360685,0.0239913599684071,0.615600389
"1309",39944,90.8016,0.51811225,0.0239913599684071,0.615600389
"1310",39944,89.5756,0.583814472,0.0239913599684071,0.615600389
"1311",39944,90.3294,0.615600389,0.0239913599684071,0.615600389
"1312",39945,5,1.11e-05,4e-06,7.67e-05
"1313",39945,10,3.11e-05,4e-06,7.67e-05
"1314",39945,20,7.67e-05,4e-06,7.67e-05
"1315",39945,30,7.12e-05,4e-06,7.67e-05
"1316",39945,60,6.79e-05,4e-06,7.67e-05
"1317",39946,5,3.81e-05,9.62e-06,0.000251159
"1318",39946,10,8.62e-05,9.62e-06,0.000251159
"1319",39946,20,0.000155829,9.62e-06,0.000251159
"1320",39946,30,0.000230888,9.62e-06,0.000251159
"1321",39946,60,0.000251159,9.62e-06,0.000251159
"1322",39947,1800,5.9e-05,1.56919451585261e-08,5.9e-05
"1323",39947,970,4.59e-05,1.56919451585261e-08,5.9e-05
"1324",39947,550,3.28e-05,1.56919451585261e-08,5.9e-05
"1325",39947,70,3.28e-06,1.56919451585261e-08,5.9e-05
"1326",39947,170,1.31e-05,1.56919451585261e-08,5.9e-05
"1327",39947,960,3.49e-05,1.56919451585261e-08,5.9e-05
"1328",39947,310,1.09e-05,1.56919451585261e-08,5.9e-05
"1329",39947,40,9.83e-06,1.56919451585261e-08,5.9e-05
"1330",39947,1980,5.13e-05,1.56919451585261e-08,5.9e-05
"1331",39947,1710,4.04e-05,1.56919451585261e-08,5.9e-05
"1332",39947,200,8.74e-06,1.56919451585261e-08,5.9e-05
"1333",39948,0.11,0.077195033,0.115770162962963,0.296346033
"1334",39948,0.22,0.233139361,0.115770162962963,0.296346033
"1335",39948,0.43,0.242983023,0.115770162962963,0.296346033
"1336",39948,0.63,0.296346033,0.115770162962963,0.296346033
"1337",39948,0.92,0.170968865,0.115770162962963,0.296346033
"1338",39949,0.11,0.166306078,NA,0.244537286
"1339",39949,0.22,0.218114825,NA,0.244537286
"1340",39949,0.43,0.218114825,NA,0.244537286
"1341",39949,0.63,0.244537286,NA,0.244537286
"1342",39949,0.92,0.228476574,NA,0.244537286
"1343",39950,0.11,0.07978547,0.0211072679012346,0.201017938
"1344",39950,0.22,0.174595477,0.0211072679012346,0.201017938
"1345",39950,0.43,0.184957227,0.0211072679012346,0.201017938
"1346",39950,0.63,0.201017938,0.0211072679012346,0.201017938
"1347",39950,0.92,0.096882357,0.0211072679012346,0.201017938
"1348",39951,2,3.7875e-05,1.49723214285714e-05,0.000306713
"1349",39951,4,7.32e-05,1.49723214285714e-05,0.000306713
"1350",39951,8,0.000128785,1.49723214285714e-05,0.000306713
"1351",39951,16,0.000223472,1.49723214285714e-05,0.000306713
"1352",39951,32,0.000306713,1.49723214285714e-05,0.000306713
"1353",39951,64,0.00029287,1.49723214285714e-05,0.000306713
"1354",39952,2,2e-05,-1.1424731182796e-09,0.00029287
"1355",39952,4,1.59e-05,-1.1424731182796e-09,0.00029287
"1356",39952,8,1.6e-05,-1.1424731182796e-09,0.00029287
"1357",39952,16,1.08e-05,-1.1424731182796e-09,0.00029287
"1358",39952,32,1.9e-05,-1.1424731182796e-09,0.00029287
"1359",39952,64,0.00029287,-1.1424731182796e-09,0.00029287
"1360",39953,2,3.43e-05,3.15e-06,0.000126789
"1361",39953,4,4.06e-05,3.15e-06,0.000126789
"1362",39953,8,9.03e-05,3.15e-06,0.000126789
"1363",39953,16,0.000104977,3.15e-06,0.000126789
"1364",39953,32,0.000126789,3.15e-06,0.000126789
"1365",39954,2,9.09e-06,3.94928571428572e-06,0.000205116
"1366",39954,4,2.56e-06,3.94928571428572e-06,0.000205116
"1367",39954,8,2.99e-05,3.94928571428572e-06,0.000205116
"1368",39954,16,7.85e-05,3.94928571428572e-06,0.000205116
"1369",39954,32,0.000119794,3.94928571428572e-06,0.000205116
"1370",39954,64,0.000205116,3.94928571428572e-06,0.000205116
"1371",39955,10,0.000110764,6.61342e-06,0.000454745
"1372",39955,20,0.000195139,6.61342e-06,0.000454745
"1373",39955,30,0.000285995,6.61342e-06,0.000454745
"1374",39955,40,0.000300926,6.61342e-06,0.000454745
"1375",39955,50,0.000423264,6.61342e-06,0.000454745
"1376",39955,60,0.000454745,6.61342e-06,0.000454745
"1377",39955,70,0.000441435,6.61342e-06,0.000454745
"1378",39956,10,6.78e-05,6.85885e-06,0.000375347
"1379",39956,20,0.00010081,6.85885e-06,0.000375347
"1380",39956,30,0.000204977,6.85885e-06,0.000375347
"1381",39956,40,0.000261227,6.85885e-06,0.000375347
"1382",39956,50,0.000292708,6.85885e-06,0.000375347
"1383",39956,60,0.000375347,6.85885e-06,0.000375347
"1384",39956,70,0.000277778,6.85885e-06,0.000375347
"1385",39957,10,5.13e-05,6.20058e-06,0.000416667
"1386",39957,20,0.000135532,6.20058e-06,0.000416667
"1387",39957,30,0.000234838,6.20058e-06,0.000416667
"1388",39957,40,0.000224884,6.20058e-06,0.000416667
"1389",39957,50,0.000299306,6.20058e-06,0.000416667
"1390",39957,60,0.000416667,6.20058e-06,0.000416667
"1391",39957,70,0.000348843,6.20058e-06,0.000416667
"1392",39958,10,9.59e-05,8.5152e-06,0.000489468
"1393",39958,20,0.00019838,8.5152e-06,0.000489468
"1394",39958,30,0.000266204,8.5152e-06,0.000489468
"1395",39958,40,0.000353819,8.5152e-06,0.000489468
"1396",39958,50,0.000454745,8.5152e-06,0.000489468
"1397",39958,60,0.000489468,8.5152e-06,0.000489468
"1398",39958,70,0.000457986,8.5152e-06,0.000489468
"1399",39959,10,5.79e-05,5.86833e-06,0.000438194
"1400",39959,20,0.000135532,5.86833e-06,0.000438194
"1401",39959,30,0.000196759,5.86833e-06,0.000438194
"1402",39959,40,0.000233102,5.86833e-06,0.000438194
"1403",39959,50,0.000272801,5.86833e-06,0.000438194
"1404",39959,60,0.000438194,5.86833e-06,0.000438194
"1405",39959,70,0.000396875,5.86833e-06,0.000438194
"1406",39960,1,2.56e-06,5.99e-06,8.05e-05
"1407",39960,2,1.14e-05,5.99e-06,8.05e-05
"1408",39960,4,2.11e-05,5.99e-06,8.05e-05
"1409",39960,8,4.16e-05,5.99e-06,8.05e-05
"1410",39960,16,8.05e-05,5.99e-06,8.05e-05
"1411",39960,24,7.2e-05,5.99e-06,8.05e-05
"1412",39961,2,1.47e-06,1.545e-06,1.77e-05
"1413",39961,4,2.23e-06,1.545e-06,1.77e-05
"1414",39961,6,7.65e-06,1.545e-06,1.77e-05
"1415",39961,8,1.3e-05,1.545e-06,1.77e-05
"1416",39961,16,1.6e-05,1.545e-06,1.77e-05
"1417",39961,32,1.77e-05,1.545e-06,1.77e-05
"1418",39962,59.0463,0.001795333,1.50464520938111e-05,0.008979333
"1419",39962,170.4354,0.003023333,1.50464520938111e-05,0.008979333
"1420",39962,173.7403,0.004136222,1.50464520938111e-05,0.008979333
"1421",39962,399.8733,0.007778333,1.50464520938111e-05,0.008979333
"1422",39962,681.5106,0.008979333,1.50464520938111e-05,0.008979333
"1423",39962,59.184,0.001995889,1.50464520938111e-05,0.008979333
"1424",39963,21.5356,0.001365333,2.82445830813757e-05,0.008708
"1425",39963,122.4567,0.005884333,2.82445830813757e-05,0.008708
"1426",39963,98.0847,0.008024444,2.82445830813757e-05,0.008708
"1427",39963,187.0464,0.005776667,2.82445830813757e-05,0.008708
"1428",39963,219.5434,0.007555,2.82445830813757e-05,0.008708
"1429",39963,236.2685,0.008099556,2.82445830813757e-05,0.008708
"1430",39963,409.9654,0.008229667,2.82445830813757e-05,0.008708
"1431",39963,515.022,0.007923222,2.82445830813757e-05,0.008708
"1432",39963,781.5398,0.008708,2.82445830813757e-05,0.008708
"1433",39963,876.0182,0.007439889,2.82445830813757e-05,0.008708
"1434",39964,44.3897,0.002339444,8.59698147541764e-06,0.013076889
"1435",39964,114.5257,0.002981444,8.59698147541764e-06,0.013076889
"1436",39964,418.9238,0.005572778,8.59698147541764e-06,0.013076889
"1437",39964,535.5387,0.013076889,8.59698147541764e-06,0.013076889
"1438",39964,1230.1463,0.012566778,8.59698147541764e-06,0.013076889
"1439",39965,50.4261,0.010289667,9.2645696664702e-05,0.290776778
"1440",39965,14.9148,0.073537333,9.2645696664702e-05,0.290776778
"1441",39965,80.2557,0.056394778,9.2645696664702e-05,0.290776778
"1442",39965,264.9148,0.072098333,9.2645696664702e-05,0.290776778
"1443",39965,73.1534,0.182053444,9.2645696664702e-05,0.290776778
"1444",39965,490.767,0.242812889,9.2645696664702e-05,0.290776778
"1445",39965,473.7216,0.290267222,9.2645696664702e-05,0.290776778
"1446",39965,682.5284,0.256131889,9.2645696664702e-05,0.290776778
"1447",39965,989.3466,0.290776778,9.2645696664702e-05,0.290776778
"1448",39966,20.9172,0.138836333,0.000183442904359188,0.352304333
"1449",39966,36.9255,0.152177,0.000183442904359188,0.352304333
"1450",39966,38.323,0.215580889,0.000183442904359188,0.352304333
"1451",39966,53.4391,0.318069667,0.000183442904359188,0.352304333
"1452",39966,80.4656,0.247978111,0.000183442904359188,0.352304333
"1453",39966,79.1737,0.254176222,0.000183442904359188,0.352304333
"1454",39966,241.3365,0.352304333,0.000183442904359188,0.352304333
"1455",39966,355.8618,0.233545,0.000183442904359188,0.352304333
"1456",39966,736.4362,0.324418222,0.000183442904359188,0.352304333
"1457",39966,965.6877,0.290461444,0.000183442904359188,0.352304333
"1462",39968,27.8479,0.045561333,-0.00649765602803296,0.737902667
"1463",39968,19.4007,0.100448333,-0.00649765602803296,0.737902667
"1464",39968,61.4974,0.311267667,-0.00649765602803296,0.737902667
"1465",39968,245.9284,0.323041111,-0.00649765602803296,0.737902667
"1466",39968,718.3798,0.737902667,-0.00649765602803296,0.737902667
"1467",39969,2.6258,0.054217,0.0156134054317772,0.714526
"1468",39969,10.7744,0.168804222,0.0156134054317772,0.714526
"1469",39969,22.4903,0.362941667,0.0156134054317772,0.714526
"1470",39969,365.9043,0.637265556,0.0156134054317772,0.714526
"1471",39969,787.0645,0.714526,0.0156134054317772,0.714526
"1472",39970,101.8171,0.122906333,-0.031408090005472,0.50979
"1473",39970,99.6239,0.191790556,-0.031408090005472,0.50979
"1474",39970,230.2608,0.308799222,-0.031408090005472,0.50979
"1475",39970,525.0029,0.350318444,-0.031408090005472,0.50979
"1476",39970,774.3341,0.50979,-0.031408090005472,0.50979
"1477",39971,39.021,0.195131778,0.0127642068673944,1.528155222
"1478",39971,87.0363,0.808009,0.0127642068673944,1.528155222
"1479",39971,126.5838,0.948480889,0.0127642068673944,1.528155222
"1480",39971,407.7706,1.095003556,0.0127642068673944,1.528155222
"1481",39971,874.2156,1.528155222,0.0127642068673944,1.528155222
"1482",39972,0.8444,0.073738111,0.00463590005040742,2.090899556
"1483",39972,2.6954,0.306450667,0.00463590005040742,2.090899556
"1484",39972,11.2027,0.336238667,0.00463590005040742,2.090899556
"1485",39972,0.0945,0.420091556,0.00463590005040742,2.090899556
"1486",39972,3.0915,0.514806222,0.00463590005040742,2.090899556
"1487",39972,12.7462,1.148013556,0.00463590005040742,2.090899556
"1488",39972,42.4319,1.204917778,0.00463590005040742,2.090899556
"1489",39972,36.9061,1.261726778,0.00463590005040742,2.090899556
"1490",39972,134.4653,1.459521667,0.00463590005040742,2.090899556
"1491",39972,154.8114,1.789696778,0.00463590005040742,2.090899556
"1492",39972,379.1524,1.998658333,0.00463590005040742,2.090899556
"1493",39972,468.0602,2.090899556,0.00463590005040742,2.090899556
"1494",39972,452.9363,1.544266333,0.00463590005040742,2.090899556
"1495",39972,500.51,1.379335,0.00463590005040742,2.090899556
"1496",39973,0.05,6.957944365,176.9654233,53.82981962
"1497",39973,0.1,15.80621553,176.9654233,53.82981962
"1498",39973,0.2,41.66599884,176.9654233,53.82981962
"1499",39973,0.5,53.82981962,176.9654233,53.82981962
"1500",39973,1,50.74719109,176.9654233,53.82981962
"1501",39973,1.5,48.94480424,176.9654233,53.82981962
"1502",39974,11025000,195.1782574,5.96700268700086e-05,1342.494005
"1503",39974,12023000,454.6498801,5.96700268700086e-05,1342.494005
"1504",39974,16989000,623.6290967,5.96700268700086e-05,1342.494005
"1505",39974,21740000,1342.494005,5.96700268700086e-05,1342.494005
